proveedor,laboratorio,cum,descripcion,precio,iva,principio_activo
PHARMAPLUS,PROCAPS FARMA RX,19933859-06,B-VIT PLUS INYECTABLE,13980.0,0,CIANOCOBALAMINA (VITAMINA B 12)
PHARMAPLUS,PROCAPS GENERICOS COLMED,19942545-01,CALCITRIOL 0.50 MCG CBG,213.0,0,CALCITRIOL
PHARMAPLUS,LAFRANCOL,20038056-07,CANDAM 10/16 MG,5828.0,0,AMLODIPINO BESILATO EQV. 10MG AMLODIPINO0041-CANDESARTAN CILEXETILO 16 MG
PHARMAPLUS,LAFRANCOL,20038055-07,CANDAM 5/16 MG,2571.0,0,AMLODIPINO BESILATO EQV. 5 MG AMLODIPINOCANDESARTAN CILEXETILO 16 MG
PHARMAPLUS,AXON PHARMA SAS,,A-CERUMEN SPRAY,63671.0,0,TENSOACTIVOS SUAVES ORIGEN VEGETAL
PHARMAPLUS,PROCAPS GENERICOS COLMED,19973358-02,ACETAZOLAMIDA 250 MG TAB,540.0,0,ACETAZOLAMIDA
PHARMAPLUS,TECNOQUIMICAS MK,230399-17,ACICLOVIR MK 800MG TAB,1433.0,0,ACICLOVIR 800 MG TABLETA
PHARMAPLUS,PROCAPS FARMA RX,20057024-02,ADELLA MINI,784.0,0,CLORMADINONA ACETATO MICRONIZADA
PHARMAPLUS,NOVONORDISK,,AGUJAS NOVOFINE 6MM (CJA X 100 UNIDADES),453.0,19,NA
PHARMAPLUS,CHALVER,20001675-01,AIRMAX AEROSOL 100MCG,5040.0,0,SALBUTAMOL SULFATO EQUIVALENTE A SALBUTAMOL
PHARMAPLUS,PROCAPS FARMA RX,19966533-06,ALACTIN 0.5 MG,4607.0,0,CABERGOLINA
PHARMAPLUS,LAFRANCOL,20082484-01,ALERCARE 2 MG FCO,91248.0,0,OLOPATADINA CLORHIDRATO (2.216) EQUIVALENTE A OLOPATADINA
PHARMAPLUS,PROCAPS FARMA OTC,14958-20,ALERCET 10 MG,4854.0,0,CETIRIZINA DICLORHIDRATO
PHARMAPLUS,PROCAPS FARMA OTC,3521-02,ALERCET JARABE,42657.0,0,CETIRIZINA DICLORHIDRATO
PHARMAPLUS,EUROFARMA,20071270-06,ALERGUS (DESLORATADINA) SOLUCION FCO X 60ML,4438.0,0,"DESLORATADINA 0,5 mg/mL"
PHARMAPLUS,LAFRANCOL,20076801-07,ALERXY 1MG/ML SOL NASAL ESTERIL,106084.0,0,AZELASTINA CLORHIDRATO
PHARMAPLUS,ADIUM,20028750-04,ALEVIAN DUO 100MG/300MG,6072.0,0,BROMURO DE PINAVERIO
PHARMAPLUS,EUROFARMA,19946098-04,ALZIT 5 MG,487.0,0,DONEPECILO CLORHIDRATO
PHARMAPLUS,LAFRANCOL,48062-07,AMDIPIN 5 MG,6503.0,0,AMLODIPINO BESILATO EQUIVALENTE A AMLODIPINO BASE
PHARMAPLUS,LAFRANCOL,19902458-02,AMDIPIN H 10/25 MG,13778.0,0,AMLODIPINO BESILATO EQV. 10MG AMLODIPINOHIDROCLOROTIAZIDA 25 MG
PHARMAPLUS,CHALVER,21873-03,SUERO ORAL,1200.0,0,SALES DE REHIDRATACION ORAL POLVO
PHARMAPLUS,TECNOQUIMICAS,20070876-11,ANEXIA 120 MG,2555.0,0,ETORICOXIB 120 MG TAB CUB
PHARMAPLUS,TECNOQUIMICAS,20070877-12,ANEXIA 60 MG,1778.0,0,ETORICOXIB 60 MG TAB CUB
PHARMAPLUS,TECNOQUIMICAS,20070878-12,ANEXIA 90 MG,1858.0,0,ETORICOXIB
PHARMAPLUS,LAFRANCOL,20012741-03,ANTISS D SOLUCION ORAL,32370.0,0,LEVOCETIRIZINA DICLORHIDRATO 0.05G/100MLFENILEFRINA CLORHIDRATO 0.100 G/100 ML
PHARMAPLUS,LAFRANCOL,19960276-06,ANTISS JBE,20111.0,0,LEVOCETIRIZINA DICLORHIDRATO 0.05G/100ML
PHARMAPLUS,SERVIER,200779-05,ARCALION 200 MG,708.0,0,SULBUTIAMINA
PHARMAPLUS,CHALVER,20066836-01,ASPROMIO AEROSOL HFC,7320.0,0,BROMURO DE IPRATROPIO
PHARMAPLUS,LAFRANCOL,20015465-02,ATTENTHO 25 MG,8731.0,0,ATOMOETINA HCL EQV. A ATOMOETINA 25 MG
PHARMAPLUS,LAFRANCOL,20015465-02,ATTENTHO 40 MG,13969.0,0,ATOMOETINA HCL EQV. A ATOMOETINA 40 MG
PHARMAPLUS,LAFRANCOL,20015467-04,ATTENTHO 60 MG,15185.0,0,ATOMOETINA HCL EQV. A ATOMOETINA 60 MG
PHARMAPLUS,LAFRANCOL,19994456-05,CARDIOMAX 10 MG,10160.0,0,ROSUVASTATIN CALC EQV ROSUVASTATINA 10MG
PHARMAPLUS,LAFRANCOL,19985046-05,CARDIOMAX 20 MG,11298.0,0,ROSUVASTATINA CALCICA (20.8 MG) EQUIVALENTES A ROSUVASTATINA
PHARMAPLUS,LAFRANCOL,19994556-03,CARDIOMAX 40 MG,24416.0,0,ROSUVASTATIN CALC EQV ROSUVASTATINA 40MG
PHARMAPLUS,LAFRANCOL,20016078-07,CARDIOMAX PLUS 10/10 MG,6842.0,0,EZETIMIBA MICRONIZADO
PHARMAPLUS,LAFRANCOL,20016190-07,CARDIOMAX PLUS 10/20 MG,9771.0,0,EZETIMIBA MICRONIZADA
PHARMAPLUS,DANONE,,CASILAN PRO LATA X 225GR,82630.0,0,FORMULA MODULAR.
PHARMAPLUS,ABBOTT FORMAS NUTRICIONALES,20020097-06,PEDIALYTE 60 MEQ COCO,7767.0,0,"CLORURO DE SODIO 175.70MG, GLUCONATO DE ZINC 6.00MG, GLUCOSA MONOHIDRATADA (1.188G) EQUIVALENTE A GLUCOSA ANHIDRA 1.08G, CITRATO DE SODIO DIHIDRATADO 289.20MG, CLORURO DE POTASIO 150.60MG"
PHARMAPLUS,AXON PHARMA SAS,20106390-01,DOIUM 500 MG,7321.0,0,DOBESILATO CALCICO MONOHIDRATADO
PHARMAPLUS,PROCAPS FARMA RX,20147754-03,NEVIOT 100 MG/ML SOLUCION ORAL,286547.0,0,CANNABIDIOL
PHARMAPLUS,LAFRANCOL,19981474-02,SINOVUL X 21 TAB X 50 BLISTER,3776.0,0,LEVONORGESTREL 0.15 MG + ETINILESTRADIOL 0.03 MG
PHARMAPLUS,LAFRANCOL,20040666-01,DUSPATALIN SUSPENSION 10 MG,53771.0,0,CLORHIDRATO DE MEBERVERINA 1.00 G
PHARMAPLUS,LAFRANCOL,20109354-01,"VORIX 0,5MG",20202.0,0,"ENTECAVIR 0,5 MG"
PHARMAPLUS,LAFRANCOL,104739-02,VALCOTE 500 MG,2439.0,0,ACIDO VALPROICO
PHARMAPLUS,LAFRANCOL,20109429-01,VORIX 1MG,37174.0,0,"ENTECAVIR 1,0 MG"
PHARMAPLUS,LAFRANCOL,19999216-01,MEDROXIPROG ACETATO 5 MG,305.0,0,MEDROXIPROG ACETATO 5 MG
PHARMAPLUS,LAFRANCOL,40927-06,NIDIP 30 MG,168.0,0,NIMODIPINO
PHARMAPLUS,LAFRANCOL,38818-08,FLUOETINA 20 MG,203.0,0,FLUOETINA 20 MG
PHARMAPLUS,LAFRANCOL,20101174-03,CARDIOL 25MG,2585.0,0,CLORTALIDONA 25 MG
PHARMAPLUS,LAFRANCOL,20104101-02,DABIX 80/12.5MG,2356.0,0,"VALSARTAN 80 MGCLORTALIDONA 12,5 MG"
PHARMAPLUS,LAFRANCOL,19946883-37,NOFERTYL INY X 1ML CJA X 24 AMP,5775.0,0,ESTRADIOL VALERATO + NORETISTERONA ENANTATO 5 MG + 50 MG/1 ML
PHARMAPLUS,FRESENIUS KABI,,FRESUBIN HEPA DRINK CAPPUCINO FCO X 200ML,767.0,0,"ALIMENTO LÍQUIDO ORAL, PARA USOS NUTRICIONALES ESPECIALES CON FIBRA. NUTRICIONALMENTE COMPLETO, ALTO EN CALORÍAS (1,3 KCAL/ML"
PHARMAPLUS,FRESENIUS KABI,,SUPPORTAN DRINK CAPUCHINO FCO 200ML,479.0,0,COMPLEMENTO DIATARIO
PHARMAPLUS,CYH LAB,20139127-02,LACOSAMIDA 100 MG,1008.0,0,LACOSAMIDA 100MG
PHARMAPLUS,CYH LAB,200139041-02,LACOSAMIDA 200MG CJA X 30 TAB REC,5428.0,0,LACOSAMIDA 200MG
PHARMAPLUS,TECNOQUIMICAS,19912966-03,FENCAFEN 100MG + 1MG,343.0,0,CAFEINA ANHIDRA + ERGOTAMINA TARTRATO 100 MG + 1 MG TABLETA
PHARMAPLUS,TECNOQUIMICAS,20004823-01,FIXAMICIN DEXACIPRO,43278.0,0,DEXAMETASONA + CIPROFLOXACINA 1 MG/ML + 3 MG GOTAS OTICAS SUSP ESTERIL
PHARMAPLUS,TECNOQUIMICAS,,IBS BIOTIC,3390.0,19,SUPLEMENTO DIETARIO CON PROBIOTICOS S/N FORMULA CAPSULA DURA
PHARMAPLUS,TECNOQUIMICAS,20023524-01,ILOTICINA DUO,78375.0,0,"ERITROMICINA + ADAPALENO 4 GR + 0,1 GR SOLUCION TOPICA"
PHARMAPLUS,TECNOQUIMICAS,20005687-01,ILOTICINA PLUS AL 4%,46700.0,0,ERITROMICINA 4 GR SOLUCION TOPICA
PHARMAPLUS,TECNOQUIMICAS,19988137-11,MODUALZ 10MG INST,307.0,0,MEMANTINA CLORHIDRATO 10 MG TABLETA RECUBIERTA RANURADA
PHARMAPLUS,TECNOQUIMICAS,20079153-02,OPENXY SPRAY NASAL NODRIP 0.025,16430.0,0,OXIMETAZOLINA CLORHIDRATO 25 MG SOLUCION
PHARMAPLUS,TECNOQUIMICAS,20022288-13,PRELUDYO 75MG INST,663.0,0,PREGABALINA 75 MG CAPSULA DURA
PHARMAPLUS,TECNOQUIMICAS,20020744-14,PRELUDYO 150MG INST,1190.0,0,PREGABALINA 150 MG CAPSULA DURA
PHARMAPLUS,TECNOQUIMICAS MK,19925053-03,SALBUTAMOL MK 100MCG/DOSIS,22961.0,0,SALBUTAMOL 100 MCG/DOSIS SOLUCION PARA INHALAR
PHARMAPLUS,TECNOQUIMICAS MK,56152-01,TRIMETOPRIM-SULFA F MK 160/800MG,346.0,0,TRIMETOPRIM + SULFAMETOXAZOL 160 MG/800 MG TABLETA
PHARMAPLUS,TECNOQUIMICAS MK,20085391-16,VALACICLOVIR MK 500MG,4600.0,0,VALACICLOVIR CLORHIDRATO HIDRATO 500 MG TAB CUB
PHARMAPLUS,TECNOQUIMICAS,20019906-01,AFLUX ADULTOS 200MG,22656.0,0,N-ACETILCISTEINA 200 MG JBE
PHARMAPLUS,TECNOQUIMICAS,20081078-11,ALERFAST 120MG,1176.0,0,FEXOFENADINA CLORHIDRATO 120 MG TABLETA CUB
PHARMAPLUS,TECNOQUIMICAS,20068278-01,ALERFAST 30MG/5ML,24095.0,0,FEXOFENADINA CLORHIDRATO 6 GR SUSP
PHARMAPLUS,TECNOQUIMICAS,20052504-21,ANGIOVAN 100MG INST,1070.0,0,CILOSTAZOL 100 MG TAB
PHARMAPLUS,TECNOQUIMICAS,19900063-05,BENZIRIN VERDE EUCALIPTO 3MG,1456.0,0,BENZIDAMINA CLORHIDRATO 3 MG TABLETA (PARA DISOLVER EN LA BOCA)
PHARMAPLUS,TECNOQUIMICAS,19914260-01,CYTIL 200MCG,3407.0,0,MISOPROSTOL 200 MCG TABLETA RANURADA
PHARMAPLUS,TECNOQUIMICAS MK,19989598-06,MONTELUKAST MK 5MG,761.0,0,MONTELUKAST 5 MG TABLETA MASTICABLE
PHARMAPLUS,TECNOQUIMICAS MK,19989484-06,MONTELUKAST MK 10MG,1390.0,0,MONTELUKAST 10 MG TABLETA CUBIERTA
PHARMAPLUS,TECNOQUIMICAS MK,20020145-08,NITAZOXANIDA MK 500MG,1693.0,0,NITAZOXANIDA 500 MG TABLETA CUBIERTA
PHARMAPLUS,TECNOQUIMICAS MK,29749-01,NORFLOXACINA MK 400MG,451.0,0,NORFLOXACINA 400 MG TABLETA RECUBIERTA
PHARMAPLUS,TECNOQUIMICAS MK,20102045-21,PANTOPRAZOL MK 20 MG TAB,725.0,0,PANTOPRAZOL 20 MG TABLETA
PHARMAPLUS,TECNOQUIMICAS MK,20096167-13,NEBIVOLOL MK 5 MG TAB,931.0,0,NEBIVOLOL CLORHIDRATO 5 MG TABLETA
PHARMAPLUS,TECNOQUIMICAS MK,42808-01,LORATADINA MK 10MG,281.0,0,LORATADINA 10 MG TABLETA
PHARMAPLUS,TECNOQUIMICAS MK,19953919-08,ESOMEPRAZOL MK 40MG,2366.0,0,ESOMEPRAZOL 40 MG TABLETA CUBIERTA
PHARMAPLUS,TECNOQUIMICAS MK,20006642-01,HIDROCORTISONA MK 1GR CREMA TOPICA,4791.0,0,HIDROCORTISONA 0.01 CREMA DERMA
PHARMAPLUS,TECNOQUIMICAS MK,19924207-01,BECLOMETASONA BUCAL MK 50MCG/DOSIS,28088.0,0,BECLOMETASONA DIPROPIONATO 50 MCG/DOSIS SOLUCION PARA INHALAR
PHARMAPLUS,TECNOQUIMICAS MK,1980496-01,METRONIDAZOL MK 500MG,186.0,0,METRONIDAZOL 500 MG TABLETA
PHARMAPLUS,TECNOQUIMICAS MK,19940656-07,BIOCALCIUM D MK 500MG + 200U.I INSTIT.,798.0,0,"CARBONATO DE CALCIO USP (EQUIVALENTE A CALCIO ELEMENTAL) + VITAMINA D3 500 MG + 200 U,I, POLVO EFERVESCENTE"
PHARMAPLUS,TECNOQUIMICAS MK,43731-12,NAPROXENO SODICO MK 275MG,466.0,0,NAPROXENO SODICO 275 MG TABLETA
PHARMAPLUS,TECNOQUIMICAS,20084420-13,STYMA 50MG,1195.0,0,DESVENLAFAXINA 50 MG TABLETA DE LIBERACION PROLONGADA
PHARMAPLUS,TECNOQUIMICAS,20103181-17,FENALGEX,735.0,0,ACETAMINOFEN + HIDROCODONA BITARTRATO 325 MG + 5 MG TABLETA
PHARMAPLUS,TECNOQUIMICAS,,TOALLITAS WINNY ALOE VERA 70 + 30 PE,97.0,19,TOALLITAS HUMEDAS N/A UNIDAD
PHARMAPLUS,TECNOQUIMICAS MK,38469-01,ALBENDAZOL MK 200MG,717.0,0,ALBENDAZOL 200 MG TABLETA CUBIERTA
PHARMAPLUS,TECNOQUIMICAS MK,20472-01,DICLOFENACO MK 50MG,110.0,0,DICLOFENACO SODICO 50 MG TABLETA RECUBIERTA (GRAGEA)
PHARMAPLUS,TECNOQUIMICAS MK,215882-01,HIDROXIDO DE ALUMINIO MK 6GR/100ML,6770.0,0,ALUMINIO HIDROXIDO GEL 6 GR/100 ML SUSP ORAL
PHARMAPLUS,TECNOQUIMICAS MK,20077715-16,TRIMEBUTINA + SIMETICONA MK 200/120MG,987.0,0,TRIMEBUTINA + SIMETICONA 200 MG + 120 MG TAB CUB
PHARMAPLUS,PROCAPS FARMA RX,19938609-08,CARDIOSOL 30 MG,1794.0,0,NIFEDIPINA
PHARMAPLUS,TECNOQUIMICAS MK,23947-09,FUROSEMIDA MK 40MG INST,67.0,0,FUROSEMIDA 40MG TABLETA
PHARMAPLUS,TECNOQUIMICAS MK,34162-06,HIDROCLOROTIAZIDA MK 25MG INST,43.0,0,HIDROCLOROTIAZIDA
PHARMAPLUS,TECNOQUIMICAS MK,20093384-13,ESPIRONOLACTONA MK 25 MG,420.0,0,ESPIRONOLACTONA 25 MG TAB
PHARMAPLUS,TECNOQUIMICAS MK,20094213-01,BISOPROLOL MK 2.5 MG TAB,213.0,0,BISOPROLOL FUMARATO 2.5 MG TABLETA CUBIERTA
PHARMAPLUS,TECNOQUIMICAS MK,20097607-01,CABERGOLINA MK 0.5 MG,5303.0,0,CABERGOLINA 0.5 MG TAB
PHARMAPLUS,TECNOQUIMICAS MK,226438-04,AMITRIPTILINA MK 25MG,130.0,0,AMITRIPTILINA 25 MG TABLETA RECUBIERTA
PHARMAPLUS,TECNOQUIMICAS,20081076-11,ALERFAST 180MG,4029.0,0,FEXOFENADINA CLORHIDRATO 180 MG TABLETA CUB
PHARMAPLUS,TECNOQUIMICAS,20078118-01,BENZIRIN VERDE ASEPTIC,40997.0,0,BENCIDAMINA CLORHIDRATO + CLORURO DE CETILPIRIDINIO 0.15 GR + 0.05 GR SOLICION ORAL
PHARMAPLUS,TECNOQUIMICAS MK,19971867-02,CLONIDINA MK 150MCG,296.0,0,CLONIDINA 150 MCG TABLETA RANURADA
PHARMAPLUS,TECNOQUIMICAS MK,19935160-01,DEFLAZACORT MK 6MG,742.0,0,DEFLAZACORT 6 MG COMPRIMIDO (TABLETA)
PHARMAPLUS,TECNOQUIMICAS MK,20082502-17,FEXOFENADINA MK 120MG,1073.0,0,FEXOFENADINA CLORHIDRATO 120 MG TAB CUB
PHARMAPLUS,TECNOQUIMICAS MK,43362-01,FLUCONAZOL MK 200MG,1658.0,0,FLUCONAZOL 200 MG CAPSULA DURA
PHARMAPLUS,HUMAX,19974149-02,HALOPERIDOL 2 MG/ML SOLUCIÓN ORAL,4200.0,0,HALOPERIDOL 2 MG
PHARMAPLUS,ABBVIE FARMA,20108951-02,HUMIRA AC 40MG/0.4ML,856674.0,0,"ADALIMUMAB 40 MG/0,4 ML SOL INY"
PHARMAPLUS,TECNOQUIMICAS,20119541-01,TRAVAD PIK,40489.0,0,PICOSULFATO DE SODIO + OXIDO DE MAGNESIO + ACIDO CITRICO ANHIDRO 10MG + 3.5GR + 12GR POLVO PARA RECONSTITUIR A SOL ORAL
PHARMAPLUS,TECNOQUIMICAS,200636-01,TRAVAD ENEMA SOL. SALINA AL 2.5%,27806.0,0,"CLORURO DE SODIO U.S.P 2,5 GR SOLUCION PARA ADMINISTRAR POR VIA RECTAL"
PHARMAPLUS,TECNOQUIMICAS,,TRAVAD 1500ML,40115.0,19,BOLSA TRAVAD 1500 ML BOLSA VACIA
PHARMAPLUS,TECNOQUIMICAS,32609-01,TRAVAD ENEMA,12060.0,0,FOSFATO DE SODIO MONOBASICO USP + FOSFATO DE SODIO DIBASICO USP 16 GR + 6 GR SOLUCION PARA ADMINISTRAR POR VIA RECTAL
PHARMAPLUS,TECNOQUIMICAS,19906526-03,TRAVAD ORAL SABOR A LIMON FCO X 133 ML,10235.0,0,FOSFATO DE SODIO MONOBASICO USP + FOSFATO DE SODIO DIBASICO USP 16 GR + 6 GR SOL ORAL
PHARMAPLUS,TECNOQUIMICAS MK,19930610-02,ALENDRONATO MK 70MG INST,2976.0,0,ALENDRONATO SODICO 70 MG TABLETA
PHARMAPLUS,TECNOQUIMICAS MK,19992898-01,AMOXICILINA MK 125MG/5ML,4849.0,0,AMOXICILINA 125 MG/5ML POLVO PARA RECONSTITUIR A SUSP ORAL
PHARMAPLUS,TECNOQUIMICAS,19906379-05,CREMA No 4 MEDICADA NISTATINA,21151.0,0,NISTATINA UI
PHARMAPLUS,LAFRANCOL,19915479-10,LACORYL 60MG CJA 28 CAP,7880.0,0,PYCNOGENOL - PINUS PINASTER
PHARMAPLUS,EXELTIS,20104341-02,VELBIENNE 10,1338.0,0,DIENOGEST 2 MG + ESTRADIOL VALERATO 1 MG
PHARMAPLUS,HUMAX,20100139-06,ALIZAPRIDA 50 MG (ALIPRID) TABLETAS,2640.0,0,ALIZAPRIDA 50 MG
PHARMAPLUS,HUMAX,20079602-02,PROVALNOVA (ACIDO VALPROICO) SOL INY 100 MG/ML,12600.0,0,PROVALNOVA (ACIDO VALPROICO) SOL INY 100 MG/ML
PHARMAPLUS,PROCAPS BIOTEC,20051749-04,DRONIBAN 6 MG / 6 ML FCO,371913.0,0,ACIDO IBANDRONICO
PHARMAPLUS,HUMAX,19975977-03,CLOZAPINA 25 MG TABLETAS,125.0,0,CLOZAPINA 25 MG TABLETAS
PHARMAPLUS,HUMAX,20052424-06,MIRTAZAPINA 30 MG TABLETAS,479.0,0,MIRTAZAPINA 30 MG
PHARMAPLUS,HUMAX,20049559-01,NEURONOX 100 UI (TOXINA BOTULINICA),551768.0,0,TOXINA BOTULINICA TIPO A PURIFICADA DEL CLOSTRIDIUM BOTULINUM (CEPA HALL) POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE
PHARMAPLUS,HUMAX,20070341-02,SULFATO DE ZINC SULZINC 20 MG TABLETAS,420.0,0,SULFATO DE ZINC SULZINC 20 MG
PHARMAPLUS,HUMAX,20018444-03,TENOFOVIR 300 MG TABLETAS,1799.0,0,TENOFOVIR 300 MG
PHARMAPLUS,GRUPO AFIN,20152069-07,DUPIXENT 300 MG JERINGA PRELLENADA,2957828.0,0,DUPILUMAB
PHARMAPLUS,TECNOQUIMICAS,19955193-49,CREMA NO.4 ANTIPAÑALITIS POTE,30305.0,0,OXIDO DE ZINC 10 GR CREMA
PHARMAPLUS,HUMAX,20130612-03,RITONAVIR (RITOVIR) 100MG TABLETA,1200.0,0,RITONAVIR (RITOVIR) 100MG TABLETA
PHARMAPLUS,HUMAX,20103604-07,ROSUVASTATINA (RUVAX) 10MG TABLETA,383.0,0,ROSUVASTATINA (RUVAX) 10MG TABLETA
PHARMAPLUS,HUMAX,20103600-07,ROSUVASTATINA (RUVAX) 40MG TABLETA,599.0,0,ROSUVASTATINA (RUVAX) 40MG TABLETA
PHARMAPLUS,HUMAX,19975104-03,LAMIVUDINA SOLUCION 10 MG,35985.0,0,LAMIVUDINA SOLUCION 10 MG
PHARMAPLUS,HUMAX,20001515-03,LAMOTRIGINA 100 MG TABLETAS,221.0,0,LAMOTRIGINA 100 MG TABLETAS
PHARMAPLUS,HUMAX,20001516-03,LAMOTRIGINA 50 MG TABLETAS,203.0,0,LAMOTRIGINA 50 MG
PHARMAPLUS,HUMAX,19943590-02,LEVOMEPROMAZINA 100 MG TABLETAS,659.0,0,LEVOMEPROMAZINA 100 MG
PHARMAPLUS,HUMAX,19973772-05,LEVOMEPROMAZINA 25 MG TABLETAS,251.0,0,LEVOMEPROMAZINA 25 MG
PHARMAPLUS,HUMAX,20065382-01,MESALAZINA (MESILAX) 4G/60 ML SUSPENSION RECTAL ENEMAS,14400.0,0,MESALAZINA (MESILAX) 4G/60 ML
PHARMAPLUS,HUMAX,20039606-01,MILROX (MILRINONA) 10MG/10ML AMPOLLA,12000.0,0,MILROX (MILRINONA) 10MG/10ML
PHARMAPLUS,MEDTRITION,,ARGITEIN ARGININA/PROTEÍNA 15G CEREZA,20794.0,0,ARGININA/PROTEÍNA
PHARMAPLUS,MEDTRITION,,"ARGIMENT GLUTAMINA/ARGININA 27,5G SABOR NARANJA",35709.0,0,GLUTAMINA/ARGININA
PHARMAPLUS,LEGRAND,20038308-04,TOLAK 3 CAJA,1767.0,0,EFAVIRENZ
PHARMAPLUS,HUMAX,20132929-01,ETRAVIR® EFAVIRENZ 600 MG/EMTRICITABINA 200 MG/TENOFOVIR 300 MG TABLETAS,2219.0,0,EFAVIRENZ 600 MG/EMTRICITABINA 200 MG/TENOFOVIR 300 MG
PHARMAPLUS,MEDTRITION,,"GLUTAMENT GLUTAMINA 10,3G SABOR NEUTRO",24840.0,0,GLUTAMINA
PHARMAPLUS,PROCAPS FARMIONI,19993036-11,DIPIRONA 1 G /2 ML FARMIONNI,486.0,0,DIPIRONA SODICA 1G/2ML SOLUCIÓN INYECTABLE
PHARMAPLUS,MEDTRITION,,PROSOURCE NO CARB NEUTRO BOT PROTEINA LIQUIDA 30OZ 887ML SABORNEUTRO,390652.0,0,MODULO DE PROTEINA LIQUIDA
PHARMAPLUS,MEDTRITION,,PROSOURCE NO CARB FRUTOS ROJOS BOT PROTEINA LIQUIDA 30OZ 887ML SABOR FRUTOS ROJOS,390652.0,0,MODULO DE PROTEINA LIQUIDA
PHARMAPLUS,MEDTRITION,,PROSOURCE NO CARB CREMA DE NARANJA,390652.0,0,MODULO DE PROTEINA LIQUIDA BOT 30OZ 887ML
PHARMAPLUS,MEDTRITION,,PROSOURCE NO CARB NEUTRO SOBRES PROTEINA LIQUIDA 1OZ 30ML SOBRE SABOR NEUTRO,18018.0,0,MODULO DE PROTEINA LIQUIDA
PHARMAPLUS,SEVEN PHARMA,20088762-01,ESCITROLAM ECITALOPRAM 20 MG CAJA,1356.0,0,OALATO DE ESCITALOPRAM 25.55MG EQUIVALENTE A ESCITALOPRAM
PHARMAPLUS,LAFRANCOL,20135910-03,"ALERCARE PLUS 0,7% FRASCO",96195.0,0,OLOPATADINA CLORHIDRATO EQUIVALENTE A OLOPATADINA BASE
PHARMAPLUS,HUMAX,20023907-01,ATAZANAVIR 300 MG TABLETAS,1980.0,0,ATAZANAVIR 300 MG
PHARMAPLUS,HUMAX,19973372-03,CLOROQUINA 250 MG TABLETAS,155.0,0,CLOROQUINA 250 MG TABLETAS
PHARMAPLUS,HUMAX,19974655-03,CLOZAPINA 100 MG TABLETAS,155.0,0,CLOZAPINA 100 MG TABLETAS
PHARMAPLUS,HUMAX,20119498-01,DARUNAVIR (DARIVIH) 600MG TABLETA,5040.0,0,DARUNAVIR (DARIVIH) 600MG TABLETA
PHARMAPLUS,HUMAX,19984412-01,"DIHIDROCODEINA 2,42 MG/ML JARABE",8396.0,0,"DIHIDROCODEINA 2,42 MG/ML JARABE"
PHARMAPLUS,HUMAX,19969451-01,EFAVIRENZ 600 MG TABLETAS,672.0,0,EFAVIRENZ 600 MG
PHARMAPLUS,SEVEN PHARMA,20060296-02,CAPEC 500 MG CAJA,2179.0,0,CAPECITABINA
PHARMAPLUS,ABBOTT FORMAS NUTRICIONALES,,ENSURE ADVANCE CLINICAL 1.5 LPC,27695.0,0,ALIMENTACION
PHARMAPLUS,LAFRANCOL,20110972-01,BEMERIN FRASCO,139056.0,0,ACIDO SALICILICO
PHARMAPLUS,LAFRANCOL,,BIOGAIA GTI,4371.0,19,LACTOBACILLUS REUTERI GASTUS
PHARMAPLUS,ABBOTT FORMAS NUTRICIONALES,,ENSURE ADVANCE FRESA 400G,39120.0,0,FORMULA
PHARMAPLUS,HUMAX,19974946-02,ABACAVIR 300 MG TABLETAS,1020.0,0,ABACAVIR 300 MG
PHARMAPLUS,HUMAX,20046087-01,ACIDO ASCORBICO (VITACNOVA) 500 MG/5ML SOLUCION INYECTABLE,7200.0,0,ACIDO ASCORBICO (VITACNOVA) 500 MG/5ML
PHARMAPLUS,HUMAX,20100280-03,ALIZAPRIDA (ALIPRID) GOTAS 12 MG/ML SOLUCION ORAL,13200.0,0,ALIZAPRIDA GOTAS 12 MG/ML
PHARMAPLUS,HUMAX,19980633-01,ALIZAPRIDA SOLUCION INYECTABLE 50 MG/2ML,6597.0,0,ALIZAPRIDA SOLUCION INYECTABLE 50 MG/2ML
PHARMAPLUS,HUMAX,20014926-03,ARIPIPRAZOL 15 MG TABLETAS,779.0,0,ARIPIPRAZOL 15 MG
PHARMAPLUS,HUMAX,20014921-03,ARIPIPRAZOL 30 MG TABLETAS,1020.0,0,ARIPIPRAZOL 30 MG
PHARMAPLUS,NOVONORDISK,20090556-01,XULTOPHY CAJA,136996.0,0,INSULINA DEGLUDEC
PHARMAPLUS,SEVEN PHARMA,20064176-01,TRUSTIVA CAJA,2436.0,0,EFAVIRENZ
PHARMAPLUS,HUMAX,19940401-03,HALOPERIDOL 10 MG TABLETAS,155.0,0,HALOPERIDOL 10 MG
PHARMAPLUS,HUMAX,19940398-02,HALOPERIDOL 5 MG TABLETAS,125.0,0,HALOPERIDOL 5 MG
PHARMAPLUS,SEVEN PHARMA,20064698-01,"BORTEN 3,5 MG POLVO LIOFILIZADO",245882.0,0,BORTEZOMIB
PHARMAPLUS,BOYDORR,,PROKLEIN NET LATA 420 G VAI,41632.0,0,"ALIMENTO POLIMÉRICO, ALTO EN PROTEÍNA, MODERADO EN CARBOHIDRATOS, CON EPA Y DHA, VITAMINAS Y MINERALES, LIBRE DE SACAROSA Y FRUCTOSA"
