proveedor,centro_distribucion,laboratorio,cum,descripcion,precio_proveedor,principio_activo,precio_maximo_venta,circular_origen,ratio_precio_vs_regulado,diferencia_valor,diferencia_pct,motivo
DISFARMA,CALI,ANGLOPHARMA,35595-04,ACETAMINOFEN 150MG/5ML (3%) JBE FCOX120ML CX1 (AMETREX) - ANGLOPHARMA,5280,ACETAMINOFEN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,PROCAPS,46000-04,ACETAMINOFEN 500MG CAP CX60 (DOLOFEN) - PROCAPS,14100,ACETAMINOFEN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,PROCAPS,46000-04,ACETAMINOFEN 500MG CAP CX60 (DOLOFEN) - PROCAPS,14100,ACETAMINOFEN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,NEVOX FARMA,20179336-01,ACETAMINOFEN+CAFEINA+CETIRIZINA+FENILEFRINA 500MG+30MG+5MG+10MG CAP CX100 (ATHENGRIPP) - NEVOX FARMA,46100,ACETAMINOFEN+CAFEINA+CETIRIZINA+FENILEFRINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,NEVOX FARMA,20179336-01,ACETAMINOFEN+CAFEINA+CETIRIZINA+FENILEFRINA 500MG+30MG+5MG+10MG CAP CX100 (ATHENGRIPP) - NEVOX FARMA,46100,ACETAMINOFEN+CAFEINA+CETIRIZINA+FENILEFRINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,NEVOX FARMA,20179336-01,ACETAMINOFEN+CAFEINA+CETIRIZINA+FENILEFRINA 500MG+30MG+5MG+10MG CAP CX100 (ATHENGRIPP) - NEVOX FARMA,46100,ACETAMINOFEN+CAFEINA+CETIRIZINA+FENILEFRINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,SIEGFRIED,58027-10,ACETAMINOFEN+CODEINA 325MG+15MG TAB CX100 (ALGIMIDE) - SIEGFRIED,11500,ACETAMINOFEN+CODEINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,NOVAMED,19931776-12,ACETAMINOFEN+CODEINA 325MG+30MG TAB CX20 (APRIX-F) - NOVAMED,3840,ACETAMINOFEN+CODEINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,HUMAN BIOSCIENCE,20157042-01,ACETAMINOFEN+OXICODONA 325MG+20MG TAB CX28 (DEPALGOS) - HUMAN BIOSCIENCE,241052,ACETAMINOFEN+OXICODONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,HUMAN BIOSCIENCE,20113513-01,ACETAMINOFEN+OXICODONA 325MG+5MG TAB CX28 (DEPALGOS) - HUMAN BIOSCIENCE,39760,ACETAMINOFEN+OXICODONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,HUMAN BIOSCIENCE,20113513-01,ACETAMINOFEN+OXICODONA 325MG+5MG TAB CX28 (DEPALGOS) - HUMAN BIOSCIENCE,39760,ACETAMINOFEN+OXICODONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,HUMAN BIOSCIENCE,20113513-01,ACETAMINOFEN+OXICODONA 325MG+5MG TAB CX28 (DEPALGOS) - HUMAN BIOSCIENCE,39760,ACETAMINOFEN+OXICODONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,PROFAMILIA,13854-02,ACETATO DE MEDROXIPROGESTERONA+CIPIONATO DE ESTRADIOL (25MG+5MG)/0.5ML SUSP INY AMPX0.5ML CX50 (CYCLOFEM) - PROFAMILIA,288600,ACETATO DE MEDROXIPROGESTERONA+CIPIONATO DE ESTRADIOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,PROFAMILIA,13854-02,ACETATO DE MEDROXIPROGESTERONA+CIPIONATO DE ESTRADIOL (25MG+5MG)/0.5ML SUSP INY AMPX0.5ML CX50 (CYCLOFEM) - PROFAMILIA,288600,ACETATO DE MEDROXIPROGESTERONA+CIPIONATO DE ESTRADIOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,TECNOFAR TQ,20084373-02,ACETATO DE PREDNISOLONA 1MG/ML (0.1%) SOL ORL C*1 FCO X 120ML (UVA) - TECNOFAR TQ,45241,ACETATO DE PREDNISOLONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,TECNOFAR TQ,20084373-02,ACETATO DE PREDNISOLONA 1MG/ML (0.1%) SOL ORL C*1 FCO X 120ML (UVA) - TECNOFAR TQ,45241,ACETATO DE PREDNISOLONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,TECNOFAR TQ,20084373-02,ACETATO DE PREDNISOLONA 1MG/ML (0.1%) SOL ORL C*1 FCO X 120ML (UVA) - TECNOFAR TQ,45241,ACETATO DE PREDNISOLONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,PROFAMILIA,20108505-01,ACETATO NOMEGESTROL+ESTRADIOL 2.5MG+1.5MG C*28 TAB (OBLAISE) - PROFAMILIA,22120,ACETATO NOMEGESTROL+ESTRADIOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,PENTACOOP,19971982-02,ACICLOVIR 5G/100G (5%) UNG TOP TUBX15G CX1 - PENTACOOP,2399,ACICLOVIR,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,PENTACOOP,19971982-02,ACICLOVIR 5G/100G (5%) UNG TOP TUBX15G CX1 - PENTACOOP,2399,ACICLOVIR,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,PENTACOOP,19971982-02,ACICLOVIR 5G/100G (5%) UNG TOP TUBX15G CX1 - PENTACOOP,2399,ACICLOVIR,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,MK,20208579-02,ACIDO ACETILSALICILICO 81MG TAB LIB RET CX30 (ASA) - MK,10650,ACIDO ACETILSALICILICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,AUROBINDO,20004819-01,ACIDO CLAVULANICO+AMOXICILINA 125MG+500MG TAB CX15 (KOACT 625) - AUROBINDO,35280,ACIDO CLAVULANICO+AMOXICILINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,AUROBINDO,20004817-01,ACIDO CLAVULANICO+AMOXICILINA 125MG+875MG TAB CX15 (KOACT) - AUROBINDO,35280,ACIDO CLAVULANICO+AMOXICILINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,SYNTHESIS,20042850-05,ACIDO FENOFIBRICO+ROSUVASTATINA 135MG+10MG CAP CX30 (STAFEN) - SYNTHESIS,244260,ACIDO FENOFIBRICO+ROSUVASTATINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,SYNTHESIS,20059808-05,ACIDO FENOFIBRICO+ROSUVASTATINA 135MG+5MG CAP CX30 (STAFEN) - SYNTHESIS,240990,ACIDO FENOFIBRICO+ROSUVASTATINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,SIEGFRIED,19980677-01,ACIDO IBANDRONICO 150MG TAB CX1 (IBANDROMET) - SIEGFRIED,7612,ACIDO IBANDRONICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,SIEGFRIED,19980677-01,ACIDO IBANDRONICO 150MG TAB CX1 (IBANDROMET) - SIEGFRIED,7612,ACIDO IBANDRONICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,PROCAPS,20104380-08,ACIDO TIOCTICO (ALFALIPOICO) 600MG TAB FCOX30 CX1 (LIPOTIC) - PROCAPS,32070,ACIDO TIOCTICO (ALFALIPOICO),,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,PROCAPS,20104380-08,ACIDO TIOCTICO (ALFALIPOICO) 600MG TAB FCOX30 CX1 (LIPOTIC) - PROCAPS,32070,ACIDO TIOCTICO (ALFALIPOICO),,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,NOVAMED,20016549-119,ACIDO VALPROICO 250MG CAP CX300 (FERBIN  C.L.) - NOVAMED,69000,ACIDO VALPROICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,NOVAMED,20016549-119,ACIDO VALPROICO 250MG CAP CX300 (FERBIN  C.L.) - NOVAMED,69000,ACIDO VALPROICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,NOVAMED,20016549-119,ACIDO VALPROICO 250MG CAP CX300 (FERBIN  C.L.) - NOVAMED,69000,ACIDO VALPROICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,NOVAMED,47792-01,ACIDO VALPROICO 250MG CAP CX300 (FERBIN) - NOVAMED,69000,ACIDO VALPROICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,NOVAMED,47792-01,ACIDO VALPROICO 250MG CAP CX300 (FERBIN) - NOVAMED,69000,ACIDO VALPROICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,NOVAMED,47792-01,ACIDO VALPROICO 250MG CAP CX300 (FERBIN) - NOVAMED,69000,ACIDO VALPROICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,LAFRANCOL,40284-05,ACIDO VALPROICO 250MG/5ML (5%) JBE FCOX120ML CX1 (DEPAKENE) - LAFRANCOL,30105,ACIDO VALPROICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,LAFRANCOL,40284-05,ACIDO VALPROICO 250MG/5ML (5%) JBE FCOX120ML CX1 (DEPAKENE) - LAFRANCOL,30105,ACIDO VALPROICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,LAFRANCOL,40284-05,ACIDO VALPROICO 250MG/5ML (5%) JBE FCOX120ML CX1 (DEPAKENE) - LAFRANCOL,30105,ACIDO VALPROICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,ARIS PHARMA,20204736-01,ACIDO ZOLEDRONICO 5MG/100ML SOL INY VIALX100ML CX1 (ZIMEDROPIM) - ARIS PHARMA,175150,ACIDO ZOLEDRONICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,ARIS PHARMA,20204736-01,ACIDO ZOLEDRONICO 5MG/100ML SOL INY VIALX100ML CX1 (ZIMEDROPIM) - ARIS PHARMA,175150,ACIDO ZOLEDRONICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,ARIS PHARMA,20204736-01,ACIDO ZOLEDRONICO 5MG/100ML SOL INY VIALX100ML CX1 (ZIMEDROPIM) - ARIS PHARMA,175150,ACIDO ZOLEDRONICO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,TECNOFAR TQ,20023524-03,ADAPALENO+ERITROMICINA (0.1G+4G)/100ML SOL TOP FCOX50ML CX1 (ILOTICINA DUO) - TECNOFAR TQ,74284,ADAPALENO+ERITROMICINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,TECNOFAR TQ,20023524-03,ADAPALENO+ERITROMICINA (0.1G+4G)/100ML SOL TOP FCOX50ML CX1 (ILOTICINA DUO) - TECNOFAR TQ,74284,ADAPALENO+ERITROMICINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,MEGALABS,20173007-01,ADAPALENO+PEROXIDO DE BENZOILO (0.3G+2.5G)/100G GEL TOP TUBX30G CX1 (ZUDENINA PB FORTE) - MEGALABS,84735,ADAPALENO+PEROXIDO DE BENZOILO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,MEGALABS,20173007-01,ADAPALENO+PEROXIDO DE BENZOILO (0.3G+2.5G)/100G GEL TOP TUBX30G CX1 (ZUDENINA PB FORTE) - MEGALABS,84735,ADAPALENO+PEROXIDO DE BENZOILO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,MEGALABS,20173007-01,ADAPALENO+PEROXIDO DE BENZOILO (0.3G+2.5G)/100G GEL TOP TUBX30G CX1 (ZUDENINA PB FORTE) - MEGALABS,84735,ADAPALENO+PEROXIDO DE BENZOILO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,KNOVEL PHARMA,20058380-01,ADENOSINA 6MG/2ML SOL INY AMPX2ML CX5 - KNOVEL PHARMA,90000,ADENOSINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,MEDIFARMA,22501-05,AGUA ESTERIL SOL INY AMPX10ML CX50 - MEDIFARMA,44500,AGUA ESTERIL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,PISA,19971034-02,AGUA ESTERIL SOL INY BOLX3000ML - PISA,16625,AGUA ESTERIL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,MK,19930610-02,ALENDRONATO 70MG TAB CX4 - MK,11288,ALENDRONATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,MK,19930610-02,ALENDRONATO 70MG TAB CX4 - MK,11288,ALENDRONATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,MK,19930610-02,ALENDRONATO 70MG TAB CX4 - MK,11288,ALENDRONATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,NEVOX FARMA,20010636-01,ALGINATO DE SODIO+BICARBONATO DE SODIO (2.5G+2.67G)/100ML SUSP ORL FCOX360ML (BALZAC CEREZA) - NEVOX FARMA,10659,ALGINATO DE SODIO+BICARBONATO DE SODIO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,NEVOX FARMA,20010636-01,ALGINATO DE SODIO+BICARBONATO DE SODIO (2.5G+2.67G)/100ML SUSP ORL FCOX360ML (BALZAC CEREZA) - NEVOX FARMA,10659,ALGINATO DE SODIO+BICARBONATO DE SODIO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,NEVOX FARMA,20010636-01,ALGINATO DE SODIO+BICARBONATO DE SODIO (2.5G+2.67G)/100ML SUSP ORL FCOX360ML (BALZAC CEREZA) - NEVOX FARMA,10659,ALGINATO DE SODIO+BICARBONATO DE SODIO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,FARMA DE COLOMBIA,20098076-07,ALGINATO DE SODIO+BICARBONATO DE SODIO+CARBONATO DE CALCIO (5G+2.67G+1.6G)/100ML SUSP ORL SACHETX10ML CX12 (MILPAX NF) - FARMA DE COLOMBIA,23448,ALGINATO DE SODIO+BICARBONATO DE SODIO+CARBONATO DE CALCIO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,TECNOFAR TQ,20168919-02,ALGINATO DE SODIO+BICARBONATO DE SODIO+MAGALDRATO+SIMETICONA (5G+2.67G+8G+1.2G)/100ML SUSP ORL FCOX240ML CX1 (GASTROFAST ADVANCE MENTA) - TECNOFAR TQ,54895,ALGINATO DE SODIO+BICARBONATO DE SODIO+MAGALDRATO+SIMETICONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,TECNOFAR TQ,20168919-02,ALGINATO DE SODIO+BICARBONATO DE SODIO+MAGALDRATO+SIMETICONA (5G+2.67G+8G+1.2G)/100ML SUSP ORL FCOX240ML CX1 (GASTROFAST ADVANCE MENTA) - TECNOFAR TQ,54895,ALGINATO DE SODIO+BICARBONATO DE SODIO+MAGALDRATO+SIMETICONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,TECNOFAR TQ,20168919-02,ALGINATO DE SODIO+BICARBONATO DE SODIO+MAGALDRATO+SIMETICONA (5G+2.67G+8G+1.2G)/100ML SUSP ORL FCOX240ML CX1 (GASTROFAST ADVANCE MENTA) - TECNOFAR TQ,54895,ALGINATO DE SODIO+BICARBONATO DE SODIO+MAGALDRATO+SIMETICONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,MEMPHIS,20049088-01,ALOPURINOL 100MG TAB CX30 - MEMPHIS,8550,ALOPURINOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,MEMPHIS,20049088-01,ALOPURINOL 100MG TAB CX30 - MEMPHIS,8550,ALOPURINOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,MEMPHIS,20049088-01,ALOPURINOL 100MG TAB CX30 - MEMPHIS,8550,ALOPURINOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,MEMPHIS,11415-04,ALOPURINOL 300MG TAB CX30 - MEMPHIS,9750,ALOPURINOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,MEMPHIS,11415-04,ALOPURINOL 300MG TAB CX30 - MEMPHIS,9750,ALOPURINOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,MEMPHIS,11415-04,ALOPURINOL 300MG TAB CX30 - MEMPHIS,9750,ALOPURINOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,ASPEN,41269-01,ALPRAZOLAM 1MG TAB CX30 (XANAX) - ASPEN,156480,ALPRAZOLAM,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,ASPEN,41269-01,ALPRAZOLAM 1MG TAB CX30 (XANAX) - ASPEN,156480,ALPRAZOLAM,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,ASPEN,41269-01,ALPRAZOLAM 1MG TAB CX30 (XANAX) - ASPEN,156480,ALPRAZOLAM,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,TECNOFAR TQ,19942584-06,ALUMINIO ACETATO 0.059G/100ML LOC TOP FCOX400ML (ACID-NESS) - TECNOFAR TQ,31644,ALUMINIO ACETATO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,PENTACOOP,19977699-01,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA (4G+4G+0.4G)/100ML SUSP ORL FCOX150ML - PENTACOOP,3299,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,PENTACOOP,19977699-01,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA (4G+4G+0.4G)/100ML SUSP ORL FCOX150ML - PENTACOOP,3299,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,PENTACOOP,19977699-01,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA (4G+4G+0.4G)/100ML SUSP ORL FCOX150ML - PENTACOOP,3299,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,TECNOFAR TQ,43442-02,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA (4G+4G+0.4G)/100ML SUSP ORL FCOX150ML - TECNOFAR TQ,10890,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,TECNOFAR TQ,43442-02,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA (4G+4G+0.4G)/100ML SUSP ORL FCOX150ML - TECNOFAR TQ,10890,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,TECNOFAR TQ,43442-02,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA (4G+4G+0.4G)/100ML SUSP ORL FCOX150ML - TECNOFAR TQ,10890,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,TECNOFAR TQ,43442-01,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA (4G+4G+0.4G)/100ML SUSP ORL FCOX360ML - TECNOFAR TQ,20636,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,TECNOFAR TQ,43442-01,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA (4G+4G+0.4G)/100ML SUSP ORL FCOX360ML - TECNOFAR TQ,20636,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,TECNOFAR TQ,43442-01,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA (4G+4G+0.4G)/100ML SUSP ORL FCOX360ML - TECNOFAR TQ,20636,ALUMINIO HIDROXIDO+MAGNESIO HIDROXIDO+SIMETICONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,TECNOFAR TQ,16779-01,AMBROXOL 15MG/5ML JBE FCOX120ML (AMBROXOL PEDIATRICO) - TECNOFAR TQ,4992,AMBROXOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,TECNOFAR TQ,27958-01,AMBROXOL 30MG/5ML JBE FCOX120ML (AMBROXOL ADULTO) - TECNOFAR TQ,6512,AMBROXOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,TECNOFAR TQ,27958-01,AMBROXOL 30MG/5ML JBE FCOX120ML (AMBROXOL ADULTO) - TECNOFAR TQ,6512,AMBROXOL,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,SANOFI,52271-01,AMIODARONA 150MG/3ML SOL INY AMPX3ML CX6 (CORDARONE) - SANOFI,102000,AMIODARONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,SANOFI,52271-01,AMIODARONA 150MG/3ML SOL INY AMPX3ML CX6 (CORDARONE) - SANOFI,102000,AMIODARONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,LA SANTE,20043928-01,AMIODARONA 200MG TAB CX10 - LA SANTE,4200,AMIODARONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,LA SANTE,20043928-01,AMIODARONA 200MG TAB CX10 - LA SANTE,4200,AMIODARONA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,GENFAR,17144-09,AMITRIPTILINA 25MG TAB CX300 - GENFAR,10800,AMITRIPTILINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,GENFAR,17144-09,AMITRIPTILINA 25MG TAB CX300 - GENFAR,10800,AMITRIPTILINA,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,ASPEN,1980545-03,AMLODIPINO 10MG TAB CX30 (NORVAS) - ASPEN,231450,AMLODIPINO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,ASPEN,1980545-03,AMLODIPINO 10MG TAB CX30 (NORVAS) - ASPEN,231450,AMLODIPINO,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,CALI,NOVARTIS,20015777-08,AMLODIPINO+HIDROCLOROTIAZIDA+VALSARTAN 10MG+25MG+320MG TAB CX28 (EXFORGE HCT) - NOVARTIS,113512,AMLODIPINO+HIDROCLOROTIAZIDA+VALSARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,LEGRAND,20048021-05,AMLODIPINO+HIDROCLOROTIAZIDA+VALSARTAN 5MG+12.5MG+160MG TAB CX30 (CARDIK 3) - LEGRAND,30300,AMLODIPINO+HIDROCLOROTIAZIDA+VALSARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,GIRON,LEGRAND,20048021-05,AMLODIPINO+HIDROCLOROTIAZIDA+VALSARTAN 5MG+12.5MG+160MG TAB CX30 (CARDIK 3) - LEGRAND,30300,AMLODIPINO+HIDROCLOROTIAZIDA+VALSARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
DISFARMA,BOGOTA,MEGALABS,20121040-02,AMLODIPINO+TELMISARTAN 5MG+80MG TAB CX30 (XIFEN A) - MEGALABS,70950,AMLODIPINO+TELMISARTAN,,,,,,REGLA_BASE_INVALIDA_CUM_PRECIO_STOCK_TIPO
